Tweet,Actual label,Predicted label
@jbfan345 what other subjects do u take ?,1,1
"going to pick up my hard drive. would grab a chocolate milkshake on the way, but there's nowhere close by that does nice ones",0,0
@dieverdog I got the same two hits. the phone must have needed to reset or something.,1,0
"@LizUK Ooooh, nasty.  Hmmmm, will have to find something for you.... (evil grin)",0,1
I really want a iPhone or iTouch,0,0
@kateharvey_  why katle has twitter hi de ho,1,1
@thatguythatsung because i got ditched by the god,0,0
is off to give my kiddies a wonderful dose of an egg hunt this morning before the Easter Break!  Wish me luck!,1,1
@NasaCaligeek Yes... Im def a geeky girly chic addicted to work  and I dont sleep much,1,0
@grpetsupply And you too Mom!  #twintuesday,1,1
"@mvo_darkwing btw this thing messed up ther's sched bigtime, she cant get a leave fr work on the 20th  tsk tsk",0,0
@shanedawson ur not the only one,0,0
"big wedding today, not mine, but sucks for the bride and groom  It's raining",0,0
The weather sucks this week,0,0
"I'm gonna sing the I hate my life song right now, because I hate my life right now  Escape por favor.",0,0
I have aphids on my rosebush  http://en.wikipedia.org/wiki/Aphid,0,1
@JuliusCamacho about timee!!!,1,1
"Aquinas, Kant, Bentham, Dawkins and Swinburne you saucy minxes I'll be seeing you tomorrow. Night all",1,1
"@GabrielSaporta aww!!! if i lived in nyc,i would totally bring u food!! but i dont  lol",0,1
"my mum just made me eat a whole bowl of turtle jelly, it was horribe",0,0
@ClexIsEpic I MSS YOU!    sad cookie,0,0
I've been at this job fair for almost 2 hrs and I've only seen 3 schools!!,0,0
@MileyCSupporter voted!,1,1
"Roasting today again, it's Scotland, it's not meant to be like this. A bit cranky due to the heat",0,0
@To_The_Moon I can confirm the chocolate was *deee-lumptious*  You OK this morning?,1,1
Sacred out of my mind and im alone...,0,0
@dansalzmann : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING!,1,1
TONS of airsoft today,1,1
Check this Adam Lambert video out. It's freaking awesome. http://bit.ly/115QJV  Thanks to Mikey for the video.,1,1
"It's saturday, almost 10am and I'm going to the university to do some experiments... The world sucks.",0,0
"Return to work tomorrow after 3 weeks off (2 weeks paternity leave, 1 week holiday). Booooooo",0,1
"@wlturland Yah, this is a project for work",0,1
Just had lunch... can't believe I'm going home next month!,1,0
"I love my cat @LillyTheMeow, but I feel really guilty when I run out of canned food for her like tonight.  I'm sorry schatz &lt;333",0,0
@Button84 I bet..but..you made it..once again!,1,1
I'm just like Superman ... in that on my homeworld I am a mere mortal  -w,0,0
@LXIXXX haha dude that's money in the bank  and i know man i joke i joke HA! It's a countdown my dude,1,0
"@van94 well, cant wait for new moon.",1,1
@xDorkyStacy haha. I love it ! xD and GET ON!!!!!! haha,1,1
"@ChiefCatalyst No problem, tried to find something I thought may work for you",1,1
@rosatifanda need U more than anything..,0,1
@BreBaby143 and Im thinking the closest i'll get to them is 4th row in Indy no 5* for me,0,0
on my way back to the ville  wish i could stay home...,0,0
@bobbryar i miss your posts dude  xo,0,1
@fragilesong miss you.,0,0
@bellavitarox I didn't know you were going to IL! Cool,1,1
@hapagirl02 ooh sorry lol buuut i think u'll find it funny,1,1
morning  How are you all?,1,1
reading about AF 447. Its so sad,0,0
@CMarieHarmon show is sold out that is why.,0,0
follow @30SECONDSTOMARS  #marsiscoming,1,0
@jonasbrothers http://twitpic.com/6q1om - i love your music! thanks jonas brothers,1,1
http://twitpic.com/6hcet - shiny new dragon tattoo,1,1
"When there's a will, I want to be in it..",1,0
finally headn home from CB...back there @ 6 AM,0,1
they spin round and round before they fizz and shoot straight up! Then the fizzle out while they glide off. Looked amazing,1,1
@fancyfembot,0,1
@HiddenBedside ---  Nice!Love this song.Stealing it.  Cuz I'm all about the thievery around this joint.    ? http://blip.fm/~5gw0j,1,1
@DearPanda Your ahead of me now. I only have 35.  But congrats.,0,1
@ankitbathija Morning dude.. am at work,1,1
@r_witherspoon I can not believe that this is happening! I will try and spread this petition myself! This is very SAD,0,0
@tswizz Looks awesome  You have more talent than me x1000.,1,1
@isaacjohnson @joshdamigo have a great show tonight! Wish I could be there. But I have to work tonight.,0,0
"@corney  Though, I'm slightly worried that you were so offended by the insinuation that you worked in PR...",0,1
Cannot make the Causes App work on Myspace  Makes me angryyyyyyyy!,0,0
wife's sleepin'. baby's sleepin'. why can't i?,0,0
signing out. be back later to make my 200th tweet.,1,0
@Cacity87 Help counter the cruel trending topic  retweet #dannygokeyislove  #dannygokeyislove #dannygokeyislove #dannygokeyislove,0,1
Dammit.  Slept in my contacts.,0,0
just saw photos of the dog who was dragged by an automobile and lived... I'm devastated.,0,0
"spending the day in bed/working out. Fun day, topped off by GCSE chemistry tomorrow",0,1
@SuperSix8 thanks for making my summers badass,1,1
danggggg it!!! my friend is making me stay awake!!!  im tireddd!!!!!!,0,0
http://twitpic.com/6a860 - Enjoying&amp;discovering Berlin. As a holiday but also on a #poken mission. Here's proof!,1,1
pepsi gives me headaches,0,0
nostalgic for the frenzal concert,0,1
"Yeah I didn't know that. Now I do, thankies  hah",1,0
"@ hibachi grill,",1,1
@laurenconrad http://twitpic.com/794aw - FOLLOW ME,1,1
@lilyroseallen ignore a fan  all i want is a hi just a hi please,0,1
freaking titanic making me cry!,0,0
"@retrokissing your phone is probably still being gay but as soon as you see this, COME ONLINE!  i love you. &lt;3",1,1
@_Kimzilla I need a new job,1,0
just tell em what they wanna hear....,0,0
"vou viver, adeus twiter :@ volto mais tarde hehe",1,1
@CylonBetty285 How are ya??,1,0
I wanna see my mama but she hasn't called me back yet  MAMA...MAMA!!!,0,0
very amused with the amanda palmer live auction,1,1
godaddy sucks: their blogcast can only switch on/off &quot;Moderate all trackbacks&quot; but switching off all trackbacks not possible.,0,0
Vou cantar hojee  weeba ! o/,1,0
@Destini41 where do you think the otalia storyline is going? It looks grim according to that last couple episodes,0,1
is going to bangsar with the girlies for some catching up time.,1,1
guuuuuuuuuuuuuuuud morning.,1,1
"@SeanCallinan Slaughter? Pft, we didn't own at all.",0,0
@ThisIsGabe oh! I have one last favor...  hahaha Twinkies?  ),1,1
@AnniePace I agree! That happened to me this weekend when I was getting stuff for my apartmen!  Why bother shopping offline anymore?!,0,1
"I take that back, apparently it's just my room",0,0
@mrsandcastle that sucks,0,0
lovely day at navy pier,1,1
@Ducketz  fine! thats why when i come to nyc ima ignore your ass! blah blah blah *sticks tongue out*,0,0
Going to an art fairrrrrr. And seeing my aunt that I haven't seen in years!,1,0
Just finished Breaking Dawn! I wish there were more books in the series!!!,1,1
"@coqilholiq jiaelah,g jg x.kn ma l jg xD.kbtln aj l nglyt tweet-an qt.yeph,totally right @ryanwaynefarro",1,1
http://twitpic.com/69auz - @garygomusic we've saved you some,1,1
"I just finished 2 yrs Culinary Arts, now Im ready to spread my wings ...lol Just need a job now",0,0
"plays the piano.  Confessions of a Broken Heart, by Lindsay Lohan. What a song!",1,1
@murnahan Should provoke CNN in a Twduel to deliver only happy news - it's in fashion these days and it's a sure win,1,1
I just read about child star tragedies. So sad,0,0
@stillpixels they have a scanner to see if you've &quot;touched on&quot;.  Saw it on the train one day.,1,0
omg it's 2 o clock already :O work in 2 hours,0,0
@mp_8 i agreeee! June 16 and August 19&lt;3,1,1
sad day  no breakfast,0,0
1 more session to go!  i'm gonna miss ap5!,0,0
Have installed msysGit and TortoiseGIT (64bit edition). every Git option yields &quot;Msys Git Install Path Error&quot;  no path is accepted.,0,1
Sun is burning in my back atm.. Feeling slightly dizzy and my arms are itchy.. Is my allergy coming back..??,0,0
Of course i finally feel motivated to go to the gym and cant. I hurt my leg,0,0
"Watch this vid, very funny  -- Scary Gay Marriage Ad http://bit.ly/4HNJN",1,1
Twitter could be ruined   http://bit.ly/psZVD,0,0
"I don't feel well. I feel like i could throw up, and my throat hurts really bad! Sad day",0,0
@hot_chocers you are wathcing MAsterchef too i see,1,1
"@kidquizine man, i love that film!",1,1
@salimkassam insanely overly-competitive. find something to do with your time mr kassam... you on first name terms with &quot;jimmy&quot; now?,1,1
"@herrolm Once again one from the cathegory &quot;things youve better not seen&quot;..  However, everythings allowed on buckÃ¯Â¿Â½s night. So far, cheers.",1,1
@hesmagicandmyth I'm gonna go watch the cabisodes and cry into my ice cream...,0,0
@khali_blache I will! Update my profile pic and everything!  *rubs hands*,1,1
"@KyleBoyd nice one, thanks for the tip - I could do with keeping the old charger, and not paying anything to the evil of ebay is a bonus",1,1
Download movie  &quot;Married to the Mob&quot; http://tinyurl.com/cbfjff cool #movie,1,1
@ellaireyantis read the &quot;scoop&quot;...that SUCKS!,0,0
@mitchelmusso why does NYC have to be soo far away!?  ahaha. ILY Mitchel!!!!!!!!!!!,0,0
I am feeling very lonely right now...missing the ex...  sighh. I so want to text him but i know that that would be a bad move..,0,0
back on the Dub Pistols flex ....... fuck me Rodney P is pure fire,1,0
@SetSueAnn OMG! Are you serious bout the AA? Then I think pink &amp; white will never pass the test too,0,1
Aw lindsey hope ur ok  luv Ya,0,1
"is watching TV. and not wanting to go to school in the morning, cause i really don't want to do my project due on Friday",0,0
@zombieashley OMG THATS CRAZYY   STUPID PEOPLEEE !,0,0
so sad to hear about Mike Tyson's 4-yr-old daughter  May she rest in peace.  I can't even imagine what the mom must be feeling...,0,0
"@abc7 at the Los Angeles Chamber Orchestra concert at Royce Hall. Little delay, but no damage.",1,1
"@thawrite1 I'm tellin' ya, it works like a charm. lol",1,1
@aureliom Thanks for that,1,1
@YungCEO OH yeah cnt forget da bigg boxx of magnums u know gotta stay protected  lmao,1,0
@Naina Follow the 'in_reply_to'  That bootstraplogo thingy ...,1,1
@lilbit_jojo you and me both!!!,0,1
woo. one chapter in history done. too many to go,0,0
therapyyyy,0,1
@HellcatBetty i'm more the stay up late then take a nap type,1,0
Bye Duchess,0,0
@MiDesfileNegro Its like on it's death bed... Okay I gotta go - 1% [I didn't know it was so low  ],0,0
Shower. School. Movies with GF @NOT_JUNE,1,1
itong gabi.... I just finished studying both bantayan at ingles artikulos for watchtower meeting tomorow.,1,0
"Overcast and gloomy, the opposite of my mood.",1,0
ugh i feel so shitty,0,0
"@nickjfrost If someone has given you advice for insom, can you pass it on to me?   I hallucenated from it once!   Sleep tight! (hopefully)",1,0
@bookishbelle Please do! I love the Kraken theme from the second one so much,1,1
"summer school. Just finished the most amazing book ever, I have to say I think it is better than Twilight!",1,1
@molfly ???? ??????? ? ????????!  ? ???? ?? ??? ;),1,0
@leahxohsnap i want pancakes now &gt; lol,1,1
"Uck. Chronic stomach problems leads to two icky tests for me today.   If they find a cure for J, I'm sure I would miraculously get better.",0,0
@SallyDMC same here luv,1,1
Wants a job so badly,0,0
New Week and bad news...,0,0
@mojoguzzi oh. i get it. continue.,1,1
"Lots of places in San Antonio have cool Wednesday night events... but only one has Dry-Hopped, Cask-Conditioned eXXXtra Pale Ale...",1,1
@MatthewWells indeed,1,1
"I dont eat sea food but im lookin 4ward 2city Island 2nite,Damn I still can believe 2morrow Ima B another Year Older, But I still feel 22",0,0
@drader1 Haha..yeah I knew they were going to dominate! November is wayyy too far away!   gahhh,0,0
is loving my random life,1,0
Hahaha skipped out early of exhibition duty so I could get a lift home,1,0
Guess who has unlimited texting now!? ME!!!  I can now tell people to text me without worrying about running low on texts!,1,0
watching makeup videos on youtube,1,1
"It's Friday! It's Friday!!! IT'S FRIDAY!!!! So glad, but lots of work to do this weekend",1,1
@skinnyblackgirl That is a superb idea I wish more young women would come to the same conclusion,1,1
wonders why he's getting such puny karma updates.  http://plurk.com/p/x68ty,0,1
"@shehnazkhan i was the front row of block D, (next to the b stage) how about you?",1,1
@michellemocarsk The hair nightmare will be redeemed only if it inspires a horror story!,1,1
watching  &quot;MTV Movie Awards&quot;   !!!,1,1
I MISS THIS GIRL SO MUCH.  Can't wait to live together next semester!,0,0
Is watching spongeboob.,1,1
my kitten is missing so im sad hopefully he will come home,0,0
bout 2 head 2 Tao wit the Beezies n favorites. n Joel is coming out! yay,1,1
exammmmsss start tomorow  scareeed,0,0
Yea boo boo,0,1
@SeanMalarkey have you herd the yoda quote about trying?  Sean- thank you - and here's my different twist on TRY   http://bit.ly/CKp9M,1,1
